63,び,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12
M72.38,13.5c2.75,1.75,6,5.38,7.75,8.5
M78.75,8.62c3.06,1.57,6.68,4.82,8.62,7.62"
64,ぶ,"M30.62,15.62c3.62,3.38,7.5,5.38,12.75,6.12c9.59,1.37,3.5,3.38-1.88,6.12
M31.62,46.88c1.88,4.62,7.5,9.41,14.25,17.5c10.62,12.75,0.5,30-19.12,21.62
M5,73.88c0.75,4,1.88,8.12,5,10.12c1.16,0.74,0.12-3.38,13.25-9.12
M68.12,61.88c5.5,3.38,10.28,7.49,11.38,8.88c6.75,8.5-0.25,4.62-4.62,7.12
M62.12,16.25c2.75,1.75,6,5.38,7.75,8.5
M68.5,11.38c3.06,1.57,6.68,4.82,8.62,7.62"
65,べ,"M6.62,48.75c2.25,1.62,5,1.38,7.62-1c3.89-3.52,6.12-5.75,10.62-9.88C30.74,32.5,33.35,33.12,38,37c12.12,10.12,30.38,25.12,33.38,27.38S83.75,74.75,85.25,76
M58.38,26.75c2.75,1.75,6,5.38,7.75,8.5
M64.75,21.88c3.06,1.57,6.68,4.82,8.62,7.62"
66,ぼ,"M11.88,18.75c1.25,1.5,2.15,4,1.62,6.62C10,43,6.52,62.77,9.5,81.25c2.5,15.5,1.12,2,5.62-6.25
M40.45,21.13c1.9,1.28,3.82,1.76,6.14,1.4c7.36-1.17,13.73-2.4,18.41-3.73c2.46-0.7,4.69-1.05,6.13-1.05
M41.2,44.3c2.21,1.44,4.46,1.98,7.16,1.57c8.59-1.31,15.78-2.44,21.23-3.94c2.87-0.79,5.72-1.18,7.41-1.18
M59.88,23c1.38,1.62,1.62,4.12,1.62,6.5s2,35.12,2,44.5c0,17.5-29.88,17.12-29.88,8c0-9.75,21.38-7.88,29.5-2.88c5.33,3.28,12,8.25,13.38,9.38
M74.88,26c2.75,1.75,6,5.38,7.75,8.5
M81.25,21.12c3.06,1.57,6.68,4.82,8.62,7.62"
67,ぱ,"M12.12,18c1.25,1.5,2.15,4,1.62,6.62c-3.5,17.62-6.98,36.4-4,54.88c2.5,15.5,1.12,2,5.62-6.25
M37.25,37.89c2.41,1.57,4.85,2.16,7.8,1.71c9.36-1.43,17.46-2.94,23.4-4.57c3.12-0.86,5.96-1.29,7.8-1.29
M57.38,16.5c2.25,2.12,2.88,4.12,2.88,6.5s1.5,38.62,1.5,48c0,22.5-30.62,19.62-30.62,10.5c0-9.75,23.88-5.62,29.5-2.88S72.62,86.88,74,88
M78.62,24.38c-9.62,0-9.25-14.25,0-14.25C88.38,10.12,88.12,24.38,78.62,24.38"
68,ぴ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12
M79.75,22.12c-9.62,0-9.25-14.25,0-14.25C89.5,7.88,89.25,22.12,79.75,22.12"
69,ぷ,"M30.88,15.62C34.5,19,38.38,21,43.62,21.75c9.59,1.37,3.5,3.38-1.88,6.12
M31.88,46.88c1.88,4.62,7.5,9.41,14.25,17.5C56.75,77.12,46.62,94.38,27,86
M5.25,73.88c0.75,4,1.88,8.12,5,10.12c1.16,0.74,0.12-3.38,13.25-9.12
M68.38,61.88c5.5,3.38,10.28,7.49,11.38,8.88c6.75,8.5-0.25,4.62-4.62,7.12
M69.62,26.62c-9.62,0-9.25-14.25,0-14.25C79.38,12.38,79.12,26.62,69.62,26.62"
70,ぺ,"M6.62,48.75c2.25,1.62,4.67,1.96,7-0.38c3.62-3.62,7.46-6.54,11.25-10.5c5.5-5.75,8.48-4.75,13.12-0.88c12.12,10.12,30.38,25.12,33.38,27.38S83.75,74.75,85.25,76
M65.25,36.75c-9.62,0-9.25-14.25,0-14.25C75,22.5,74.75,36.75,65.25,36.75"
71,ぽ,"M11.88,19c1.25,1.5,2.15,4,1.62,6.62c-3.5,17.62-6.98,37.4-4,55.88c2.5,15.5,1.12,2,5.62-6.25
M40.45,21.38c1.9,1.28,3.82,1.76,6.14,1.4c7.36-1.17,13.73-2.4,18.41-3.73c2.46-0.7,4.69-1.05,6.13-1.05
M41.2,44.55c2.21,1.44,4.46,1.98,7.16,1.57c8.59-1.31,15.78-2.44,21.23-3.94C72.46,41.39,75.31,41,77,41
M59.88,23.25c1.38,1.62,1.62,4.12,1.62,6.5s2,35.12,2,44.5c0,17.5-29.88,17.12-29.88,8c0-9.75,21.38-7.88,29.5-2.88c5.33,3.28,12,8.25,13.38,9.38
M82.5,34.5c-9.62,0-9.25-14.25,0-14.25C92.25,20.25,92,34.5,82.5,34.5"
72,きゃ,"M7.25,30.25c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.7c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.12c1.5,0.88,3.13,2.94,4,5.12C28.25,33,38.75,48.5,49.12,60c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.25c10.62,9.75,27.25,8.62,38.12,5","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
73,きゅ,"M7.25,30.25c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.7c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.12c1.5,0.88,3.13,2.94,4,5.12C28.25,33,38.75,48.5,49.12,60c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.25c10.62,9.75,27.25,8.62,38.12,5","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
74,きょ,"M7.25,30.25c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.7c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.12c1.5,0.88,3.13,2.94,4,5.12C28.25,33,38.75,48.5,49.12,60c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.25c10.62,9.75,27.25,8.62,38.12,5","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
75,しゃ,"M11.25,17.5c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
76,しゅ,"M11.25,17.5c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
77,しょ,"M11.25,17.5c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
78,ちゃ,"M5.5,32.62c1.38,0.62,3.88,1.51,6.38,1.12c6.5-1,18.25-4.12,26.88-6c2.64-0.57,5.38-1.5,7.62-2.38
M26.62,15.62c0.75,1.25,0.71,3.58,0.38,5.25c-3,15-4.25,22.59-8.38,38.62c-3.25,12.62-5.38,11.12,3.62,4.38c8.29-6.21,19.75-9.5,28.5-9.5c8.62,0,14.58,5.88,14.5,14.5c-0.12,13.5-16.5,20.62-29.88,23.25","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
79,ちゅ,"M5.5,32.62c1.38,0.62,3.88,1.51,6.38,1.12c6.5-1,18.25-4.12,26.88-6c2.64-0.57,5.38-1.5,7.62-2.38
M26.62,15.62c0.75,1.25,0.71,3.58,0.38,5.25c-3,15-4.25,22.59-8.38,38.62c-3.25,12.62-5.38,11.12,3.62,4.38c8.29-6.21,19.75-9.5,28.5-9.5c8.62,0,14.58,5.88,14.5,14.5c-0.12,13.5-16.5,20.62-29.88,23.25","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
80,ちょ,"M5.5,32.62c1.38,0.62,3.88,1.51,6.38,1.12c6.5-1,18.25-4.12,26.88-6c2.64-0.57,5.38-1.5,7.62-2.38
M26.62,15.62c0.75,1.25,0.71,3.58,0.38,5.25c-3,15-4.25,22.59-8.38,38.62c-3.25,12.62-5.38,11.12,3.62,4.38c8.29-6.21,19.75-9.5,28.5-9.5c8.62,0,14.58,5.88,14.5,14.5c-0.12,13.5-16.5,20.62-29.88,23.25","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
81,にゃ,"M14.62,22.75c1.25,1.5,1.62,3.75,1.12,6.38c-3,15.88-9,32.5-7.38,47.62c2.02,18.84,4.5,5.75,8.5-3.5
M43.29,30.64c0.96,0.79,2.44,1.58,5.1,1.35c6.98-0.61,15.01-3.3,22.04-3.36c13.19-0.11,1.5,3.75-8.39,7.35
M42.62,68c1.76,12.92,11.92,16.01,24.23,14.93c5.08-0.45,8.9-0.8,14.27-2.06","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
82,にゅ,"M14.62,22.75c1.25,1.5,1.62,3.75,1.12,6.38c-3,15.88-9,32.5-7.38,47.62c2.02,18.84,4.5,5.75,8.5-3.5
M43.29,30.64c0.96,0.79,2.44,1.58,5.1,1.35c6.98-0.61,15.01-3.3,22.04-3.36c13.19-0.11,1.5,3.75-8.39,7.35
M42.62,68c1.76,12.92,11.92,16.01,24.23,14.93c5.08-0.45,8.9-0.8,14.27-2.06","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
83,にょ,"M14.62,22.75c1.25,1.5,1.62,3.75,1.12,6.38c-3,15.88-9,32.5-7.38,47.62c2.02,18.84,4.5,5.75,8.5-3.5
M43.29,30.64c0.96,0.79,2.44,1.58,5.1,1.35c6.98-0.61,15.01-3.3,22.04-3.36c13.19-0.11,1.5,3.75-8.39,7.35
M42.62,68c1.76,12.92,11.92,16.01,24.23,14.93c5.08-0.45,8.9-0.8,14.27-2.06","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
84,ひゃ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
85,ひゅ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
86,ひょ,"M5.88,25.12c1.25,0.88,3.75,2.25,6.5,1.38s7.31-2.38,11.38-4.5c6-3.12,8.42-1.01,4.25,4C0.88,58.62,4.25,84.5,26.49,88.88c18.07,3.56,37.63-16.38,35.63-56.51c-0.72-14.5-0.17-14.78,4.12-1.75C70,42,76.5,51.38,82.38,57.12","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
87,みゃ,"M23.12,26c1.88,1.75,4.06,1.7,6.88,1.25c3.88-0.62,7.62-1.75,11.88-3.12s6.25-0.12,4.5,5.12s-6.66,17.39-12,30.12C20.75,91.88,5.12,88.63,5.12,78c0-14.25,20.48-15.36,33-13.5c18.5,2.75,30,6.62,44.38,14.25
M70,54.75c0.75,2.38,0.49,4.37,0,6.25c-2.12,8.12-7.5,25-22.12,33.75","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
88,みゅ,"M23.12,26c1.88,1.75,4.06,1.7,6.88,1.25c3.88-0.62,7.62-1.75,11.88-3.12s6.25-0.12,4.5,5.12s-6.66,17.39-12,30.12C20.75,91.88,5.12,88.63,5.12,78c0-14.25,20.48-15.36,33-13.5c18.5,2.75,30,6.62,44.38,14.25
M70,54.75c0.75,2.38,0.49,4.37,0,6.25c-2.12,8.12-7.5,25-22.12,33.75","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
89,みょ,"M23.12,26c1.88,1.75,4.06,1.7,6.88,1.25c3.88-0.62,7.62-1.75,11.88-3.12s6.25-0.12,4.5,5.12s-6.66,17.39-12,30.12C20.75,91.88,5.12,88.63,5.12,78c0-14.25,20.48-15.36,33-13.5c18.5,2.75,30,6.62,44.38,14.25
M70,54.75c0.75,2.38,0.49,4.37,0,6.25c-2.12,8.12-7.5,25-22.12,33.75","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
90,りゃ,"M11.38,25.25c1.25,1.5,2.24,4.03,1.62,6.62C10.12,44,6.71,61.52,8.75,74.25c2,12.5,1.75-0.75,5.62-6.25
M42,18.75c2.25,2.12,2.88,4.12,2.88,6.5s0,26.38,0,35.75c0,16.5-5,25.75-12.62,33.12","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
91,りゅ,"M11.38,25.25c1.25,1.5,2.24,4.03,1.62,6.62C10.12,44,6.71,61.52,8.75,74.25c2,12.5,1.75-0.75,5.62-6.25
M42,18.75c2.25,2.12,2.88,4.12,2.88,6.5s0,26.38,0,35.75c0,16.5-5,25.75-12.62,33.12","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
92,りょ,"M11.38,25.25c1.25,1.5,2.24,4.03,1.62,6.62C10.12,44,6.71,61.52,8.75,74.25c2,12.5,1.75-0.75,5.62-6.25
M42,18.75c2.25,2.12,2.88,4.12,2.88,6.5s0,26.38,0,35.75c0,16.5-5,25.75-12.62,33.12","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
93,ぎゃ,"M7.25,30.5c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.95c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.38c1.5,0.88,3.13,2.94,4,5.12c5.5,13.75,16,29.25,26.38,40.75c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.5c10.62,9.75,27.25,8.62,38.12,5
M54.12,19c2.75,1.75,6,5.38,7.75,8.5
M60.5,14.12c3.06,1.57,6.68,4.82,8.62,7.62","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
94,ぎゅ,"M7.25,30.5c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.95c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.38c1.5,0.88,3.13,2.94,4,5.12c5.5,13.75,16,29.25,26.38,40.75c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.5c10.62,9.75,27.25,8.62,38.12,5
M54.12,19c2.75,1.75,6,5.38,7.75,8.5
M60.5,14.12c3.06,1.57,6.68,4.82,8.62,7.62","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
95,ぎょ,"M7.25,30.5c1.88,0.75,4.64,1.06,5.88,0.88c6.75-1,22.25-4.5,26.5-6c2.17-0.76,3.5-1.25,4.88-2.12
M13,48.95c2.01,0.85,4.97,1.2,6.29,0.99c7.23-1.13,23.82-5.09,28.37-6.79c2.32-0.86,3.75-1.41,5.22-2.4
M18.75,14.38c1.5,0.88,3.13,2.94,4,5.12c5.5,13.75,16,29.25,26.38,40.75c7.64,8.47,9.12,9.38-6,3.88
M10.5,83.5c10.62,9.75,27.25,8.62,38.12,5
M54.12,19c2.75,1.75,6,5.38,7.75,8.5
M60.5,14.12c3.06,1.57,6.68,4.82,8.62,7.62","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
96,じゃ,"M11,17.25c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25
M36.12,27c2.75,1.75,6,5.38,7.75,8.5
M42.5,22.12c3.06,1.57,6.68,4.82,8.62,7.62","M6,61.07c1.49,1.29,4.16,1.98,6.84,0.69C27.52,54.73,41.2,46.4,53.16,46.5c7.16,0.11,12.7,3.28,12.63,9.75c0,6.61-8.63,13.15-19.43,14.14
M29.1,34.5c4.07,0.69,8.25,3.21,9.12,5.25c1.69,3.97-0.79,1.88-2.28,2.08
M15.77,40.99c1.88,1.49,2.35,2.77,2.82,4.67c2.08,8.33,8.82,32.37,11.7,41.39c0.51,1.62,1.49,4.96,2.28,7.44"
97,じゅ,"M11,17.25c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25
M36.12,27c2.75,1.75,6,5.38,7.75,8.5
M42.5,22.12c3.06,1.57,6.68,4.82,8.62,7.62","M10.07,40.79c1.1,1.2,1.61,3.3,1.2,5c-2.3,9.4-3.2,17.79-1.7,27.99c2.22,15.08,0.9,3.1,2.6-1.2c7.19-18.19,21.79-27.59,35.49-27.59c13.5,0,17.49,9.1,17.49,16.2c0,21.89-24.69,23.69-34.39,13.4
M39.96,33.89c2.1,1.4,2.53,2.5,2.8,5.7c0.7,8.4,1.12,14.97,1.3,23.49c0.4,19.19-5,25.59-9.9,31.39"
98,じょ,"M11,17.25c1.25,3.12,0.93,6.74,0.38,10.25c-2.12,13.5-3,26.5-3,39.12c0,27.38,19.88,30.12,45.5,17.25
M36.12,27c2.75,1.75,6,5.38,7.75,8.5
M42.5,22.12c3.06,1.57,6.68,4.82,8.62,7.62","M32.8,50.06c5.98-1.02,10.95-2.09,14.74-3.25c1.99-0.61,3.8-0.91,4.98-0.91
M29.91,33c1.79,1.69,2.38,3.28,2.29,5.16c-0.6,13.49-0.1,27.68,1.11,42.47C34.81,98.94,5.5,97.19,5.5,89.75c0-9.53,20.92-6.35,28.68-3.27c6.46,2.56,9.18,3.87,14.76,8.23"
